run,gen,alpha,mu,vol
1,18,905.111984,17.547,1168.749323762979
1,18,667.135326,28.344,807.7755505318571
1,18,665.635384,35.897,800.4998205331509
1,18,670.523181,39.341,744.0362190361792
1,18,913.328225,30.177,1093.5105384828025
1,18,570.182295,21.836,732.0675978887549
1,19,737.398723,44.85,888.6677900656193
1,19,795.046806,45.851,936.205005826399
1,19,642.829823,40.93,763.4034400915766
1,19,691.575484,42.49,827.9397049018373
1,19,691.573156,42.309,828.1289901345064
1,19,717.778458,43.113,872.1977216299954
1,19,670.523181,39.341,744.0362190361792
1,19,753.454193,41.996,871.9356627713598
1,19,601.637249,38.141,750.3185132839751
1,19,645.659148,38.572,767.6933964237863
1,19,768.502157,41.403,935.9251320215801
1,19,724.779323,39.426,866.0955868858618
1,19,799.171292,41.75,980.8379060719593
1,19,828.902617,42.155,1009.3386086783484
1,19,705.023352,38.389,841.6538016698113
1,19,737.281951,39.263,888.4440296841528
1,19,737.428828,36.838,888.0900638154031
1,19,920.412702,33.763,1129.4625935060403
1,19,640.124947,37.671,759.0253642489014
1,19,667.135326,28.344,807.7755505318571
1,19,640.317337,27.621,758.8325240103229
1,19,819.112717,26.648,1001.3302644202041
1,19,753.063099,32.662,871.8895741906105
1,19,597.233039,16.161,801.2611682852585
1,19,637.337942,36.743,754.5636286651127
1,19,649.625681,36.425,763.7180406664395
1,19,783.200046,35.451,948.6996493093473
1,19,565.092229,26.449,686.2347072466007
1,19,654.401629,27.85,788.9214041843799
1,19,851.133342,25.387,1071.763873333491
1,19,721.736002,43.58,866.5602563702289
1,19,662.200693,28.406,751.7533377354332
1,20,737.398723,44.85,888.6677900656193
1,20,795.046806,45.851,936.205005826399
1,20,642.829823,40.93,763.4034400915766
1,20,721.736002,43.58,866.5602563702289
1,20,691.575484,42.49,827.9397049018373
1,20,691.573156,42.309,828.1289901345064
1,20,717.778458,43.113,872.1977216299954
1,20,670.523181,39.341,744.0362190361792
1,20,753.454193,41.996,871.9356627713598
1,20,601.637249,38.141,750.3185132839751
1,20,645.659148,38.572,767.6933964237863
1,20,640.124947,37.671,759.0253642489014
1,20,768.502157,41.403,935.9251320215801
1,20,724.779323,39.426,866.0955868858618
1,20,637.337942,36.743,754.5636286651127
1,20,799.171292,41.75,980.8379060719593
1,20,910.980682,41.013,1080.9260722551765
1,20,667.135326,28.344,807.7755505318571
1,20,828.876816,30.588,1009.0372482640273
1,20,616.483324,28.176,743.1282523009172
1,20,1262.337705,18.101,1539.10866801932
1,20,660.311856,20.087,821.8239667164509
1,20,719.990346,29.433,864.5217263361058
1,20,920.442102,29.046,1129.752725608568
1,20,714.751056,23.212,857.9515445897797
1,20,665.635384,35.897,800.4998205331509
1,20,717.800313,31.055,872.3559970883986
1,20,753.544553,33.981,872.2258607352887
1,20,662.200693,28.406,751.7533377354332
1,20,878.452956,39.718,1064.6473889279875
1,20,765.903623,14.298,946.7199300968499
1,20,871.890556,34.337,1064.753673071777
1,21,737.398723,44.85,888.6677900656193
1,21,795.046806,45.851,936.205005826399
1,21,642.829823,40.93,763.4034400915766
1,21,721.736002,43.58,866.5602563702289
1,21,691.575484,42.49,827.9397049018373
1,21,691.573156,42.309,828.1289901345064
1,21,717.778458,43.113,872.1977216299954
1,21,670.523181,39.341,744.0362190361792
1,21,753.454193,41.996,871.9356627713598
1,21,601.637249,38.141,750.3185132839751
1,21,645.659148,38.572,767.6933964237863
1,21,640.124947,37.671,759.0253642489014
1,21,768.502157,41.403,935.9251320215801
1,21,724.779323,39.426,866.0955868858618
1,21,637.337942,36.743,754.5636286651127
1,21,799.171292,41.75,980.8379060719593
